run, type, Ident, FE, AvgE, S, U, W, HO_PE, PB, SA, Valence, Coulomb, VdW, VdW6, VdW12, Bond, Angle, Pdihed, Idihed, Tether, RunTime, WallTime, Converged, Crashed
feprocess,complex,OAH--OA-G1,-23.0655536029,-260.34667694,237.281123337,1129.57915687,-1566.09163044,176.165851667,-1576.18489861,10.0932681654,135.953248133,993.813629919,-0.1877211783,-238.352305896,238.164584718,6.0137420984,34.221010879,95.2447801509,0.4737150043,0.0,726.58,728.21,yes,no
feprocess,complex,OAH--OA-G2,14.5203881901,-220.226846451,234.747234641,1156.17612521,-1552.56679508,176.165851667,-1562.7480777,10.1812826288,132.401026148,1020.97823769,2.7968613729,-241.013388302,243.810249675,6.261704645,33.6579909624,91.9809067098,0.5004238308,0.0,597.23,597.52,yes,no
feprocess,complex,OAH--OA-G3,93.6621511521,-179.319554559,272.981705711,631.887405654,-1002.57452886,191.367980999,-1012.86233792,10.2878090596,134.000836914,500.208110573,-2.3215418331,-248.337326543,246.01578471,6.0350915529,33.2232115273,94.161340532,0.5811933014,0.0,652.6,653.56,yes,no
feprocess,complex,OAH--OA-G4,59.2518789259,-203.502335678,262.754214604,1163.51206126,-1554.80093131,187.791009392,-1564.83489952,10.0339682019,148.357005044,1013.92869087,1.2263653501,-269.013119121,270.239484472,7.3179922106,36.1849741666,104.364941642,0.4890970251,0.0,515.37,515.61,yes,no
feprocess,complex,OAH--OA-G5,77.4999478849,-190.967671859,268.467619744,625.263367276,-1005.81151747,189.579495195,-1015.92597587,10.114458398,132.685302763,493.660333546,-1.0822690324,-255.688090409,254.605821376,6.0687801443,32.3932122992,93.6920721434,0.5312381759,0.0,630.6,631.41,yes,no
feprocess,complex,OAH--OA-G6,23.7133153801,-209.706802311,233.420117691,1163.32053062,-1550.09457534,177.060094569,-1560.20003181,10.1054564627,133.888069311,1024.52352912,4.9089321937,-244.664136344,249.573068538,6.4949892174,33.6360423205,93.2088511719,0.5481866015,0.0,649.79,650.1,yes,no
feprocess,complex,OAMe--OA-G1,60.4237576328,-195.303543431,255.727301063,1172.79493345,-1554.99414411,186.89676649,-1565.08958326,10.0954391571,137.690170959,1035.46350538,-0.3587428889,-257.530494462,257.171751573,6.7171960814,35.2353259583,95.2902397271,0.4474091925,0.0,674.75,675.93,yes,no
feprocess,complex,OAMe--OA-G2,94.3211434176,-157.607135069,251.928278487,1200.95614126,-1545.45991854,186.89676649,-1555.53463083,10.0747122979,135.064682189,1065.90240592,-0.0109468484,-262.183654739,262.17270789,7.0251749865,35.2427079294,92.3076322123,0.4891670609,0.0,642.79,643.56,yes,no
feprocess,complex,OAMe--OA-G3,174.353020233,-117.587503009,291.940523242,695.958091121,-1015.64376725,202.098895822,-1025.84089805,10.1971307962,134.933828384,564.635894314,-3.6116315772,-271.203055622,267.591424045,6.7878207589,33.7670686396,93.896550992,0.4823879932,0.0,670.19,670.68,yes,no
feprocess,complex,OAMe--OA-G4,145.886503785,-139.013220317,284.899724102,1223.91077056,-1561.44172616,198.521924214,-1571.5060631,10.0643369385,151.642187673,1068.5821943,3.6863885878,-296.307359852,299.99374844,8.6782611846,36.751063636,105.70527471,0.5075881423,0.0,485.65,485.87,yes,no
feprocess,complex,OAMe--OA-G5,159.172422552,-129.569749331,288.742171883,686.225458266,-1016.10837666,200.310410018,-1026.2529918,10.1446151398,133.769719748,553.646903308,-1.1911647896,-272.014823211,270.823658421,6.6940611852,32.9515845115,93.6460128021,0.4780612489,0.0,626.31,626.66,yes,no
feprocess,complex,OAMe--OA-G6,106.814812598,-144.510530437,251.325343034,1219.30368183,-1551.60455173,187.791009392,-1561.68389794,10.0793462101,135.519703668,1080.75610965,3.0278685098,-266.553753297,269.581621807,7.268817899,35.0693735772,92.7109170246,0.4705951673,0.0,722.3,723.17,yes,no
