run, type, Ident, FE, AvgE, S, U, W, HO_PE, PB, SA, Valence, Coulomb, VdW, VdW6, VdW12, Bond, Angle, Pdihed, Idihed, Tether, RunTime, WallTime, Converged, Crashed
feprocess,ligand,guest-1,14.6465512333,-2.197459216,16.8440104493,45.1344266161,-60.7454462084,13.413643528,-62.4986762518,1.7532300434,1.0459684206,43.874944942,0.2135132535,-2.8165264219,3.0300396754,0.0980706299,0.4603259613,0.4875718294,0.0,0.0,4.21,4.46,yes,no
feprocess,ligand,guest-2,36.6518967564,10.9942078206,25.6576889358,47.6864357213,-55.4713724385,18.7791009392,-57.6066330651,2.1352606266,2.2311975272,44.8928456382,0.562392556,-5.5469423266,6.1093348826,0.1562132861,0.6451499875,1.4298342535,0.0,0.0,17.95,18.3,yes,no
feprocess,ligand,guest-3,56.422208939,21.8423392648,34.5798696742,49.2335651995,-51.5357985208,24.1445583504,-54.0562123593,2.5204138385,3.3883394676,44.9600599868,0.8851657451,-8.2973535312,9.1825192763,0.2122883576,0.8182109077,2.3578402023,0.0,0.0,58.38,58.85,yes,no
feprocess,ligand,guest-4,29.6126497441,15.4100679214,14.2025818228,5.4979224309,-2.6072545535,12.5194006261,-4.346302696,1.7390481425,14.0446175655,-9.1379265595,0.5912314248,-3.4283706709,4.0196020957,0.0577657091,3.99371533,9.9931365264,0.0,0.0,4.66,4.94,yes,no
feprocess,ligand,guest-5,45.5211052185,21.030230284,24.4908749345,5.1297191018,-1.9843426713,17.8848580373,-3.9918215434,2.0074788721,12.191301126,-9.2012800053,2.1396979811,-9.3096397216,11.4493377027,0.2322599872,2.8217259007,9.1373152382,0.0,0.0,31.08,31.82,yes,no
feprocess,ligand,guest-6,-44.8281114588,-49.6622046924,4.8340932336,7.6046701043,-67.1023594455,9.8366719205,-68.8110037851,1.7086443396,5.8646485456,1.4146896154,0.3253319432,-3.1237559943,3.4490879375,0.0618392839,2.2731718243,3.5291249686,0.0005124689,0.0,2.61,2.68,yes,no
feprocess,ligand,guest-7,-26.684630471,-40.3444111922,13.6597807211,6.8383868762,-62.3818831749,15.2021293317,-64.4970855206,2.1152023457,6.9882894219,-0.8146788475,0.6647763018,-5.8068308198,6.4716071216,0.1079230169,2.415493364,4.4642630385,0.0006100025,0.0,10.6,10.98,yes,no
feprocess,ligand,guest-8,-8.8372618705,-31.4079738711,22.5707120007,6.9954585819,-58.9710016147,20.5675867429,-61.4727024983,2.5017008835,8.0961150794,-2.0818292861,0.9811727885,-8.4706940066,9.4518667951,0.1557362234,2.5566223547,5.3830361013,0.0007204,0.0,37.9,38.22,yes,no
feprocess,ligand,guest-s9,52.7797286681,31.7176190826,21.0621095856,69.9306742649,-54.3091827725,16.0963722336,-56.2180385986,1.9088558261,1.1827802497,68.720492716,0.0274012992,-3.8194708815,3.8468721807,0.1223735628,0.4960663977,0.5643402892,0.0,0.0,6.54,6.74,yes,no
feprocess,ligand,guest-s10,2.1707443436,-19.878081882,22.0488262256,22.3869209552,-58.3606540614,16.0963722336,-60.2890722207,1.9284181593,2.2105256649,19.5027655772,0.6736297132,-4.8237274978,5.497357211,0.1523665837,1.0602844207,0.9978746605,0.0,0.0,5.3,5.48,yes,no
feprocess,ligand,guest-s11,25.9921847638,4.7526649628,21.239519801,46.5662973354,-57.9099839847,16.0963722336,-59.8403625753,1.9303785906,1.6501956896,44.5193045996,0.3967970462,-4.1774105373,4.5742075835,0.1277455697,0.5583722413,0.9640778786,0.0,0.0,10.64,10.93,yes,no
feprocess,ligand,guest-s12,73.8534438791,44.0185558804,29.8348879987,71.6694804151,-49.1124961327,21.4618296448,-51.4084176541,2.2959215214,2.3990477582,68.9140447448,0.3563879121,-6.603736796,6.9601247081,0.1864990575,0.6910942529,1.5214544478,0.0,0.0,38.71,39.08,yes,no
feprocess,ligand,guest-s13,22.6550579418,-8.1843170675,30.8393750093,24.3115119415,-53.9574840898,21.4618296448,-56.2728151443,2.3153310546,3.4103429428,19.8984998379,1.0026691609,-7.6149074553,8.6175766161,0.2142944853,1.2424727719,1.9535756855,0.0,0.0,26.43,26.84,yes,no
feprocess,ligand,guest-s14,46.7160880971,16.6315950423,30.0844930548,48.5405397035,-53.3707336775,21.4618296448,-55.697291039,2.3265573615,2.825759136,44.9908076276,0.7239729399,-6.9364497491,7.6604226889,0.1851939626,0.7396858474,1.9008793261,0.0,0.0,33.11,33.43,yes,no
feprocess,ligand,guest-s15,32.4693655873,-2.936437139,35.4058027264,25.0067330896,-52.0872633286,24.1445583504,-54.599903909,2.5126405805,3.9743450937,19.8754185624,1.1569694336,-9.0104156883,10.1673851219,0.2444159383,1.3281125659,2.4018165894,0.0,0.0,24.93,25.24,yes,no
feprocess,ligand,guest-s16,15.8749068735,6.9383428539,8.9365640196,-0.0395125393,-2.8587986446,9.8366719205,-4.4538489181,1.5950502735,6.5435751031,-7.5883032348,1.0052155923,-2.2059648716,3.2111804639,0.0627143721,0.8845947547,5.5962659764,0.0,0.0,3.86,4.13,yes,no
